track_se_1,ele,time,X,Y,Z,M
"1539",640.7999877900,2021/10/07 15:33:01.000,-3.7449356820,40.4295339440,640.7999877900,0.0000000000
"1540",640.5999755900,2021/10/07 15:33:02.000,-3.7448550481,40.4295046910,640.5999755900,0.0000000000
"1541",640.4000244100,2021/10/07 15:33:03.000,-3.7447808683,40.4294744320,640.4000244100,0.0000000000
"1542",639.5999755900,2021/10/07 15:33:04.000,-3.7447154894,40.4294402340,639.5999755900,0.0000000000
"1543",639.5999755900,2021/10/07 15:33:05.000,-3.7446605880,40.4294023480,639.5999755900,0.0000000000
"1544",639.5999755900,2021/10/07 15:33:06.000,-3.7446080334,40.4293637910,639.5999755900,0.0000000000
"1545",639.5999755900,2021/10/07 15:33:07.000,-3.7445550598,40.4293350410,639.5999755900,0.0000000000
"1546",639.5999755900,2021/10/07 15:33:08.000,-3.7444971409,40.4293179420,639.5999755900,0.0000000000
"1547",639.7999877900,2021/10/07 15:33:09.000,-3.7444345281,40.4293043630,639.7999877900,0.0000000000
"1548",639.5999755900,2021/10/07 15:33:10.000,-3.7443749327,40.4292913710,639.5999755900,0.0000000000
"1549",639.7999877900,2021/10/07 15:33:11.000,-3.7443200313,40.4292790500,639.7999877900,0.0000000000
"1550",640.0000000000,2021/10/07 15:33:12.000,-3.7442696560,40.4292570890,640.0000000000,0.0000000000
"1551",640.0000000000,2021/10/07 15:33:13.000,-3.7442259863,40.4292310220,640.0000000000,0.0000000000
"1552",640.2000122100,2021/10/07 15:33:14.000,-3.7441821489,40.4292055410,640.2000122100,0.0000000000
"1553",641.0000000000,2021/10/07 15:33:15.000,-3.7441327795,40.4291821550,641.0000000000,0.0000000000
"1554",641.2000122100,2021/10/07 15:33:19.000,-3.7439036183,40.4291336240,641.2000122100,0.0000000000
"1555",641.4000244100,2021/10/07 15:33:21.000,-3.7437831704,40.4291223920,641.4000244100,0.0000000000
"1556",641.4000244100,2021/10/07 15:33:24.000,-3.7436017860,40.4291403290,641.4000244100,0.0000000000
"1557",641.4000244100,2021/10/07 15:33:25.000,-3.7435362395,40.4291336240,641.4000244100,0.0000000000
"1558",641.2000122100,2021/10/07 15:33:26.000,-3.7435076572,40.4291134230,641.2000122100,0.0000000000
"1559",641.2000122100,2021/10/07 15:33:27.000,-3.7434730399,40.4290795610,641.2000122100,0.0000000000
"1560",641.0000000000,2021/10/07 15:33:28.000,-3.7434406858,40.4290566780,641.0000000000,0.0000000000
"1561",641.0000000000,2021/10/07 15:33:29.000,-3.7434134446,40.4290322030,641.0000000000,0.0000000000
"1562",641.0000000000,2021/10/07 15:33:30.000,-3.7433742173,40.4289949870,641.0000000000,0.0000000000
"1563",641.0000000000,2021/10/07 15:33:32.000,-3.7432856206,40.4289473780,641.0000000000,0.0000000000
"1564",640.5999755900,2021/10/07 15:33:34.000,-3.7431767397,40.4288952430,640.5999755900,0.0000000000
"1565",639.4000244100,2021/10/07 15:33:35.000,-3.7431208324,40.4288571890,639.4000244100,0.0000000000
"1566",638.7999877900,2021/10/07 15:33:36.000,-3.7430665176,40.4288131840,638.7999877900,0.0000000000
"1567",637.2000122100,2021/10/07 15:33:37.000,-3.7430135440,40.4287669990,637.2000122100,0.0000000000
"1568",637.2000122100,2021/10/07 15:33:38.000,-3.7429561280,40.4287239160,637.2000122100,0.0000000000
"1569",635.0000000000,2021/10/07 15:33:40.000,-3.7428247835,40.4286384210,635.0000000000,0.0000000000
"1570",634.5999755900,2021/10/07 15:33:41.000,-3.7427470833,40.4285941650,634.5999755900,0.0000000000
"1571",631.4000244100,2021/10/07 15:33:42.000,-3.7426578160,40.4285505790,631.4000244100,0.0000000000
"1572",630.0000000000,2021/10/07 15:33:43.000,-3.7425653636,40.4285060710,630.0000000000,0.0000000000
"1573",628.4000244100,2021/10/07 15:33:45.000,-3.7423826382,40.4283976930,628.4000244100,0.0000000000
"1574",626.5999755900,2021/10/07 15:33:47.000,-3.7422922812,40.4283421210,626.5999755900,0.0000000000
"1575",625.0000000000,2021/10/07 15:33:48.000,-3.7421232183,40.4282324850,625.0000000000,0.0000000000
"1576",624.0000000000,2021/10/07 15:33:49.000,-3.7420452666,40.4281736440,624.0000000000,0.0000000000
"1577",623.0000000000,2021/10/07 15:33:50.000,-3.7420452666,40.4281736440,623.0000000000,0.0000000000
"1578",622.0000000000,2021/10/07 15:33:51.000,-3.7418810651,40.4280626680,622.0000000000,0.0000000000
"1579",621.5999755900,2021/10/07 15:33:52.000,-3.7417876069,40.4280101970,621.5999755900,0.0000000000
"1580",618.2000122100,2021/10/07 15:33:55.000,-3.7414962519,40.4278418890,618.2000122100,0.0000000000
"1581",618.0000000000,2021/10/07 15:33:57.000,-3.7413053960,40.4277530410,618.0000000000,0.0000000000
"1582",618.0000000000,2021/10/07 15:33:58.000,-3.7412191462,40.4277097900,618.0000000000,0.0000000000
"1583",617.7999877900,2021/10/07 15:33:59.000,-3.7411418650,40.4276661200,617.7999877900,0.0000000000
"1584",617.7999877900,2021/10/07 15:34:00.000,-3.7410738878,40.4276161640,617.7999877900,0.0000000000
"1585",617.7999877900,2021/10/07 15:34:01.000,-3.7410179805,40.4275630230,617.7999877900,0.0000000000
"1586",618.4000244100,2021/10/07 15:34:02.000,-3.7409831956,40.4275056070,618.4000244100,0.0000000000
"1587",618.4000244100,2021/10/07 15:34:03.000,-3.7409619894,40.4274403120,618.4000244100,0.0000000000
"1588",617.7999877900,2021/10/07 15:34:04.000,-3.7409510929,40.4273714960,617.7999877900,0.0000000000
"1589",617.4000244100,2021/10/07 15:34:05.000,-3.7409473211,40.4273056150,617.4000244100,0.0000000000
"1590",616.5999755900,2021/10/07 15:34:06.000,-3.7409504224,40.4272399000,616.5999755900,0.0000000000
"1591",615.5999755900,2021/10/07 15:34:07.000,-3.7409492489,40.4271733480,615.5999755900,0.0000000000
"1592",615.5999755900,2021/10/07 15:34:08.000,-3.7409427948,40.4271161000,615.5999755900,0.0000000000
"1593",615.5999755900,2021/10/07 15:34:09.000,-3.7409230974,40.4270688260,615.5999755900,0.0000000000
"1594",615.4000244100,2021/10/07 15:34:10.000,-3.7408873904,40.4270270000,615.4000244100,0.0000000000
"1595",614.7999877900,2021/10/07 15:34:11.000,-3.7408336625,40.4269972440,614.7999877900,0.0000000000
"1596",614.5999755900,2021/10/07 15:34:13.000,-3.7407115381,40.4269444380,614.5999755900,0.0000000000
"1597",614.4000244100,2021/10/07 15:34:14.000,-3.7406513561,40.4269163590,614.4000244100,0.0000000000
"1598",614.2000122100,2021/10/07 15:34:18.000,-3.7403856497,40.4268116690,614.2000122100,0.0000000000
"1599",613.0000000000,2021/10/07 15:34:21.000,-3.7402188499,40.4267721060,613.0000000000,0.0000000000
"1600",612.4000244100,2021/10/07 15:34:23.000,-3.7399236392,40.4267089910,612.4000244100,0.0000000000
"1601",611.0000000000,2021/10/07 15:34:24.000,-3.7398211285,40.4266818330,611.0000000000,0.0000000000
"1602",610.0000000000,2021/10/07 15:34:26.000,-3.7396162748,40.4266182150,610.0000000000,0.0000000000
"1603",608.5999755900,2021/10/07 15:34:28.000,-3.7394150253,40.4265457950,608.5999755900,0.0000000000
"1604",606.7999877900,2021/10/07 15:34:29.000,-3.7393187173,40.4265033830,606.7999877900,0.0000000000
"1605",605.7999877900,2021/10/07 15:34:34.000,-3.7388130371,40.4262773230,605.7999877900,0.0000000000
"1606",605.0000000000,2021/10/07 15:34:35.000,-3.7387017254,40.4262373410,605.0000000000,0.0000000000
"1607",604.4000244100,2021/10/07 15:34:36.000,-3.7385901622,40.4261933360,604.4000244100,0.0000000000
"1608",602.5999755900,2021/10/07 15:34:38.000,-3.7383693829,40.4261012190,602.5999755900,0.0000000000
"1609",601.7999877900,2021/10/07 15:34:40.000,-3.7381455023,40.4260076770,601.7999877900,0.0000000000
"1610",601.4000244100,2021/10/07 15:34:41.000,-3.7380284909,40.4259649290,601.4000244100,0.0000000000
"1611",601.4000244100,2021/10/07 15:34:42.000,-3.7379057799,40.4259270430,601.4000244100,0.0000000000
"1612",600.2000122100,2021/10/07 15:34:43.000,-3.7377772853,40.4258941020,600.2000122100,0.0000000000
"1613",599.4000244100,2021/10/07 15:34:44.000,-3.7376461923,40.4258662740,599.4000244100,0.0000000000
"1614",597.7999877900,2021/10/07 15:34:45.000,-3.7375130039,40.4258420500,597.7999877900,0.0000000000
"1615",596.4000244100,2021/10/07 15:34:46.000,-3.7373766303,40.4258225210,596.4000244100,0.0000000000
"1616",596.2000122100,2021/10/07 15:34:47.000,-3.7372371554,40.4258124620,596.2000122100,0.0000000000
"1617",594.5999755900,2021/10/07 15:34:48.000,-3.7371001951,40.4258076010,594.5999755900,0.0000000000
"1618",594.2000122100,2021/10/07 15:34:50.000,-3.7368341535,40.4258221850,594.2000122100,0.0000000000
"1619",593.4000244100,2021/10/07 15:34:52.000,-3.7365778349,40.4258806910,593.4000244100,0.0000000000
"1620",593.4000244100,2021/10/07 15:34:53.000,-3.7364624999,40.4259238580,593.4000244100,0.0000000000
"1621",593.2000122100,2021/10/07 15:34:54.000,-3.7363609951,40.4259774180,593.2000122100,0.0000000000
"1622",593.0000000000,2021/10/07 15:34:55.000,-3.7362730689,40.4260392770,593.0000000000,0.0000000000
"1623",593.0000000000,2021/10/07 15:34:56.000,-3.7361893337,40.4261000450,593.0000000000,0.0000000000
"1624",592.7999877900,2021/10/07 15:34:57.000,-3.7360993121,40.4261519290,592.7999877900,0.0000000000
"1625",592.7999877900,2021/10/07 15:34:58.000,-3.7360025849,40.4261890610,592.7999877900,0.0000000000
"1626",592.5999755900,2021/10/07 15:34:59.000,-3.7360025849,40.4261890610,592.5999755900,0.0000000000
"1627",592.5999755900,2021/10/07 15:35:00.000,-3.7358015869,40.4262073340,592.5999755900,0.0000000000
"1628",591.7999877900,2021/10/07 15:35:01.000,-3.7356993277,40.4261874690,591.7999877900,0.0000000000
"1629",591.4000244100,2021/10/07 15:35:02.000,-3.7355975714,40.4261612330,591.4000244100,0.0000000000
"1630",591.4000244100,2021/10/07 15:35:03.000,-3.7354964018,40.4261373450,591.4000244100,0.0000000000
"1631",591.2000122100,2021/10/07 15:35:04.000,-3.7353974115,40.4261220060,591.2000122100,0.0000000000
"1632",591.0000000000,2021/10/07 15:35:05.000,-3.7353051268,40.4261191560,591.0000000000,0.0000000000
"1633",591.0000000000,2021/10/07 15:35:06.000,-3.7352169491,40.4261223410,591.0000000000,0.0000000000
"1634",591.0000000000,2021/10/07 15:35:07.000,-3.7351314537,40.4261308910,591.0000000000,0.0000000000
"1635",591.0000000000,2021/10/07 15:35:08.000,-3.7350588664,40.4261451400,591.0000000000,0.0000000000
"1636",591.2000122100,2021/10/07 15:35:09.000,-3.7349938229,40.4261676040,591.2000122100,0.0000000000
"1637",591.2000122100,2021/10/07 15:35:10.000,-3.7349466328,40.4262059090,591.2000122100,0.0000000000
"1638",591.2000122100,2021/10/07 15:35:11.000,-3.7349222414,40.4262517580,591.2000122100,0.0000000000
"1639",591.2000122100,2021/10/07 15:35:12.000,-3.7349237502,40.4263059890,591.2000122100,0.0000000000
"1640",592.0000000000,2021/10/07 15:35:13.000,-3.7349237502,40.4263059890,592.0000000000,0.0000000000
"1641",592.2000122100,2021/10/07 15:35:14.000,-3.7349602114,40.4264244250,592.2000122100,0.0000000000
"1642",592.5999755900,2021/10/07 15:35:15.000,-3.7349795736,40.4264813380,592.5999755900,0.0000000000
"1643",593.7999877900,2021/10/07 15:35:16.000,-3.7349979300,40.4265400950,593.7999877900,0.0000000000
"1644",594.0000000000,2021/10/07 15:35:19.000,-3.7350524962,40.4267139360,594.0000000000,0.0000000000
"1645",594.0000000000,2021/10/07 15:35:22.000,-3.7351010274,40.4268780540,594.0000000000,0.0000000000
"1646",594.2000122100,2021/10/07 15:35:25.000,-3.7351537496,40.4270339570,594.2000122100,0.0000000000
"1647",594.4000244100,2021/10/07 15:35:26.000,-3.7351709325,40.4270846680,594.4000244100,0.0000000000
"1648",594.4000244100,2021/10/07 15:35:27.000,-3.7351858523,40.4271354620,594.4000244100,0.0000000000
"1649",594.4000244100,2021/10/07 15:35:28.000,-3.7351998501,40.4271875970,594.4000244100,0.0000000000
"1650",594.4000244100,2021/10/07 15:35:29.000,-3.7352140155,40.4272356260,594.4000244100,0.0000000000
"1651",594.5999755900,2021/10/07 15:35:30.000,-3.7352296058,40.4272820610,594.5999755900,0.0000000000
"1652",594.7999877900,2021/10/07 15:35:31.000,-3.7352480460,40.4273308440,594.7999877900,0.0000000000
"1653",595.0000000000,2021/10/07 15:35:32.000,-3.7352638040,40.4273792080,595.0000000000,0.0000000000
"1654",595.2000122100,2021/10/07 15:35:33.000,-3.7352806516,40.4274262300,595.2000122100,0.0000000000
"1655",595.4000244100,2021/10/07 15:35:34.000,-3.7353011873,40.4274716600,595.4000244100,0.0000000000
"1656",595.4000244100,2021/10/07 15:35:35.000,-3.7353233993,40.4275177610,595.4000244100,0.0000000000
"1657",595.4000244100,2021/10/07 15:35:36.000,-3.7353448570,40.4275619330,595.4000244100,0.0000000000
"1658",595.5999755900,2021/10/07 15:35:37.000,-3.7353705056,40.4276066930,595.5999755900,0.0000000000
"1659",595.5999755900,2021/10/07 15:35:38.000,-3.7353958189,40.4276470090,595.5999755900,0.0000000000
"1660",595.7999877900,2021/10/07 15:35:39.000,-3.7354198750,40.4276884160,595.7999877900,0.0000000000
"1661",595.7999877900,2021/10/07 15:35:40.000,-3.7354470324,40.4277296550,595.7999877900,0.0000000000
"1662",595.7999877900,2021/10/07 15:35:41.000,-3.7354789674,40.4277726540,595.7999877900,0.0000000000
"1663",595.7999877900,2021/10/07 15:35:42.000,-3.7355084717,40.4278143960,595.7999877900,0.0000000000
"1664",596.0000000000,2021/10/07 15:35:43.000,-3.7355383113,40.4278558030,596.0000000000,0.0000000000
"1665",596.0000000000,2021/10/07 15:35:44.000,-3.7355681509,40.4278966230,596.0000000000,0.0000000000
"1666",596.0000000000,2021/10/07 15:35:45.000,-3.7355980743,40.4279376100,596.0000000000,0.0000000000
"1667",596.4000244100,2021/10/07 15:35:46.000,-3.7356261536,40.4279810280,596.4000244100,0.0000000000
"1668",596.4000244100,2021/10/07 15:35:48.000,-3.7356906943,40.4280635900,596.4000244100,0.0000000000
"1669",596.4000244100,2021/10/07 15:35:52.000,-3.7358270679,40.4282311440,596.4000244100,0.0000000000
"1670",596.4000244100,2021/10/07 15:35:54.000,-3.7358856574,40.4283248540,596.4000244100,0.0000000000
"1671",596.4000244100,2021/10/07 15:35:58.000,-3.7360144872,40.4284973540,596.4000244100,0.0000000000
"1672",596.7999877900,2021/10/07 15:36:00.000,-3.7360755913,40.4285860340,596.7999877900,0.0000000000
"1673",596.7999877900,2021/10/07 15:36:02.000,-3.7361395452,40.4286762230,596.7999877900,0.0000000000
"1674",596.7999877900,2021/10/07 15:36:03.000,-3.7361704744,40.4287200610,596.7999877900,0.0000000000
"1675",597.0000000000,2021/10/07 15:36:04.000,-3.7362036668,40.4287639820,597.0000000000,0.0000000000
"1676",596.5999755900,2021/10/07 15:36:09.000,-3.7363749091,40.4289905450,596.5999755900,0.0000000000
"1677",596.4000244100,2021/10/07 15:36:12.000,-3.7364946865,40.4291366410,596.4000244100,0.0000000000
"1678",595.7999877900,2021/10/07 15:36:19.000,-3.7368225027,40.4294789580,595.7999877900,0.0000000000
"1679",595.7999877900,2021/10/07 15:36:20.000,-3.7368681002,40.4295300040,595.7999877900,0.0000000000
"1680",595.7999877900,2021/10/07 15:36:22.000,-3.7369520869,40.4296281560,595.7999877900,0.0000000000
"1681",595.7999877900,2021/10/07 15:36:25.000,-3.7370929867,40.4297748390,595.7999877900,0.0000000000
"1682",595.7999877900,2021/10/07 15:36:26.000,-3.7371406797,40.4298185930,595.7999877900,0.0000000000
"1683",593.4000244100,2021/10/07 15:36:27.000,-3.7371859420,40.4298600000,593.4000244100,0.0000000000
"1684",593.4000244100,2021/10/07 15:36:28.000,-3.7372339703,40.4299029150,593.4000244100,0.0000000000
"1685",593.4000244100,2021/10/07 15:36:29.000,-3.7372849323,40.4299436510,593.4000244100,0.0000000000
"1686",593.4000244100,2021/10/07 15:36:30.000,-3.7373337150,40.4299886620,593.4000244100,0.0000000000
"1687",593.7999877900,2021/10/07 15:36:31.000,-3.7373808213,40.4300335050,593.7999877900,0.0000000000
"1688",594.5999755900,2021/10/07 15:36:34.000,-3.7375275884,40.4301646820,594.5999755900,0.0000000000
"1689",594.5999755900,2021/10/07 15:36:35.000,-3.7375775445,40.4302066750,594.5999755900,0.0000000000
"1690",595.0000000000,2021/10/07 15:36:36.000,-3.7376266625,40.4302468240,595.0000000000,0.0000000000
"1691",595.2000122100,2021/10/07 15:36:37.000,-3.7376774568,40.4302820280,595.2000122100,0.0000000000
"1692",595.2000122100,2021/10/07 15:36:39.000,-3.7377766147,40.4303443900,595.2000122100,0.0000000000
"1693",595.2000122100,2021/10/07 15:36:40.000,-3.7378221285,40.4303766600,595.2000122100,0.0000000000
"1694",595.2000122100,2021/10/07 15:36:41.000,-3.7378694862,40.4304094330,595.2000122100,0.0000000000
"1695",595.2000122100,2021/10/07 15:36:42.000,-3.7379114795,40.4304390210,595.2000122100,0.0000000000
"1696",595.2000122100,2021/10/07 15:36:43.000,-3.7379563227,40.4304696990,595.2000122100,0.0000000000
"1697",595.5999755900,2021/10/07 15:36:44.000,-3.7380009145,40.4304935040,595.5999755900,0.0000000000
"1698",595.5999755900,2021/10/07 15:36:45.000,-3.7380450871,40.4305159670,595.5999755900,0.0000000000
"1699",595.5999755900,2021/10/07 15:36:46.000,-3.7380880862,40.4305392690,595.5999755900,0.0000000000
"1700",595.5999755900,2021/10/07 15:36:47.000,-3.7381296605,40.4305617330,595.5999755900,0.0000000000
"1701",595.7999877900,2021/10/07 15:36:48.000,-3.7381725758,40.4305834420,595.7999877900,0.0000000000
"1702",596.0000000000,2021/10/07 15:36:49.000,-3.7382240407,40.4306100960,596.0000000000,0.0000000000
"1703",596.2000122100,2021/10/07 15:36:50.000,-3.7382704765,40.4306334820,596.2000122100,0.0000000000
"1704",596.4000244100,2021/10/07 15:36:51.000,-3.7383179180,40.4306463060,596.4000244100,0.0000000000
"1705",596.4000244100,2021/10/07 15:36:52.000,-3.7383684609,40.4306584600,596.4000244100,0.0000000000
"1706",596.4000244100,2021/10/07 15:36:53.000,-3.7384153996,40.4306743010,596.4000244100,0.0000000000
"1707",596.5999755900,2021/10/07 15:36:54.000,-3.7384619191,40.4306958430,596.5999755900,0.0000000000
"1708",596.7999877900,2021/10/07 15:36:55.000,-3.7385070976,40.4307123550,596.7999877900,0.0000000000
"1709",597.0000000000,2021/10/07 15:36:56.000,-3.7385070976,40.4307123550,597.0000000000,0.0000000000
"1710",597.0000000000,2021/10/07 15:36:57.000,-3.7386001367,40.4307409380,597.0000000000,0.0000000000
"1711",597.0000000000,2021/10/07 15:36:58.000,-3.7386459857,40.4307422790,597.0000000000,0.0000000000
"1712",597.2000122100,2021/10/07 15:36:59.000,-3.7386459857,40.4307422790,597.2000122100,0.0000000000
"1713",597.4000244100,2021/10/07 15:37:00.000,-3.7387365103,40.4307649940,597.4000244100,0.0000000000
"1714",597.5999755900,2021/10/07 15:37:01.000,-3.7387790065,40.4307821770,597.5999755900,0.0000000000
"1715",597.7999877900,2021/10/07 15:37:02.000,-3.7387790065,40.4307821770,597.7999877900,0.0000000000
"1716",597.7999877900,2021/10/07 15:37:03.000,-3.7388716266,40.4308044720,597.7999877900,0.0000000000
"1717",598.0000000000,2021/10/07 15:37:04.000,-3.7389149610,40.4308123510,598.0000000000,0.0000000000
"1718",598.0000000000,2021/10/07 15:37:06.000,-3.7389924098,40.4308295340,598.0000000000,0.0000000000
"1719",598.2000122100,2021/10/07 15:37:07.000,-3.7390363310,40.4308390060,598.2000122100,0.0000000000
"1720",598.5999755900,2021/10/07 15:37:08.000,-3.7390363310,40.4308390060,598.5999755900,0.0000000000
"1721",598.7999877900,2021/10/07 15:37:09.000,-3.7391207367,40.4308506570,598.7999877900,0.0000000000
"1722",598.7999877900,2021/10/07 15:37:10.000,-3.7391644903,40.4308537580,598.7999877900,0.0000000000
"1723",599.0000000000,2021/10/07 15:37:11.000,-3.7392101716,40.4308563560,599.0000000000,0.0000000000
"1724",599.2000122100,2021/10/07 15:37:12.000,-3.7392540090,40.4308585360,599.2000122100,0.0000000000
"1725",599.2000122100,2021/10/07 15:37:13.000,-3.7393001933,40.4308633130,599.2000122100,0.0000000000
"1726",599.4000244100,2021/10/07 15:37:14.000,-3.7393459585,40.4308671690,599.4000244100,0.0000000000
"1727",599.7999877900,2021/10/07 15:37:15.000,-3.7393933162,40.4308687620,599.7999877900,0.0000000000
"1728",600.0000000000,2021/10/07 15:37:16.000,-3.7394358963,40.4308693480,600.0000000000,0.0000000000
"1729",600.0000000000,2021/10/07 15:37:17.000,-3.7394787278,40.4308752160,600.0000000000,0.0000000000
"1730",600.0000000000,2021/10/07 15:37:18.000,-3.7395241577,40.4308809150,600.0000000000,0.0000000000
"1731",600.4000244100,2021/10/07 15:37:19.000,-3.7395726889,40.4308849390,600.4000244100,0.0000000000
"1732",600.5999755900,2021/10/07 15:37:20.000,-3.7396193761,40.4308861960,600.5999755900,0.0000000000
"1733",600.7999877900,2021/10/07 15:37:21.000,-3.7396632973,40.4308869500,600.7999877900,0.0000000000
"1734",600.7999877900,2021/10/07 15:37:22.000,-3.7397085596,40.4308897160,600.7999877900,0.0000000000
"1735",600.7999877900,2021/10/07 15:37:23.000,-3.7397567555,40.4308903030,600.7999877900,0.0000000000
"1736",601.2000122100,2021/10/07 15:37:24.000,-3.7398007605,40.4308938240,601.2000122100,0.0000000000
"1737",601.2000122100,2021/10/07 15:37:25.000,-3.7398436759,40.4308989360,601.2000122100,0.0000000000
"1738",601.2000122100,2021/10/07 15:37:26.000,-3.7398853339,40.4309027920,601.2000122100,0.0000000000
"1739",601.2000122100,2021/10/07 15:37:27.000,-3.7399276625,40.4309032950,601.2000122100,0.0000000000
"1740",601.5999755900,2021/10/07 15:37:28.000,-3.7399663869,40.4309049710,601.5999755900,0.0000000000
"1741",602.0000000000,2021/10/07 15:37:29.000,-3.7400071230,40.4309060610,602.0000000000,0.0000000000
"1742",602.0000000000,2021/10/07 15:37:30.000,-3.7400472723,40.4309033790,602.0000000000,0.0000000000
"1743",602.0000000000,2021/10/07 15:37:31.000,-3.7400901876,40.4309009480,602.0000000000,0.0000000000
"1744",602.0000000000,2021/10/07 15:37:32.000,-3.7401305884,40.4309003610,602.0000000000,0.0000000000
"1745",602.4000244100,2021/10/07 15:37:33.000,-3.7401719112,40.4309006970,602.4000244100,0.0000000000
"1746",602.7999877900,2021/10/07 15:37:34.000,-3.7402133178,40.4309009480,602.7999877900,0.0000000000
"1747",602.7999877900,2021/10/07 15:37:35.000,-3.7402538862,40.4309006970,602.7999877900,0.0000000000
"1748",602.7999877900,2021/10/07 15:37:36.000,-3.7402952928,40.4309024570,602.7999877900,0.0000000000
"1749",601.7999877900,2021/10/07 15:37:37.000,-3.7403330114,40.4309045520,601.7999877900,0.0000000000
"1750",601.7999877900,2021/10/07 15:37:38.000,-3.7403754238,40.4309067320,601.7999877900,0.0000000000
"1751",601.7999877900,2021/10/07 15:37:39.000,-3.7404169980,40.4309074860,601.7999877900,0.0000000000
"1752",601.7999877900,2021/10/07 15:37:40.000,-3.7404561415,40.4309082400,601.7999877900,0.0000000000
"1753",602.0000000000,2021/10/07 15:37:41.000,-3.7404965423,40.4309110060,602.0000000000,0.0000000000
"1754",602.0000000000,2021/10/07 15:37:42.000,-3.7405361049,40.4309139400,602.0000000000,0.0000000000
"1755",602.0000000000,2021/10/07 15:37:43.000,-3.7405751646,40.4309174600,602.0000000000,0.0000000000
"1756",602.7999877900,2021/10/07 15:37:48.000,-3.7407713849,40.4309255910,602.7999877900,0.0000000000
"1757",603.0000000000,2021/10/07 15:37:50.000,-3.7408086844,40.4309291110,603.0000000000,0.0000000000
"1758",603.2000122100,2021/10/07 15:37:51.000,-3.7408908270,40.4309344760,603.2000122100,0.0000000000
"1759",603.4000244100,2021/10/07 15:37:53.000,-3.7409697007,40.4309405110,603.4000244100,0.0000000000
"1760",603.5999755900,2021/10/07 15:37:54.000,-3.7410092633,40.4309417680,603.5999755900,0.0000000000
"1761",603.7999877900,2021/10/07 15:37:57.000,-3.7411328126,40.4309440310,603.7999877900,0.0000000000
"1762",604.4000244100,2021/10/07 15:38:04.000,-3.7414284423,40.4309613820,604.4000244100,0.0000000000
"1763",604.4000244100,2021/10/07 15:38:05.000,-3.7414807454,40.4309642310,604.4000244100,0.0000000000
"1764",605.4000244100,2021/10/07 15:38:18.000,-3.7420033570,40.4310016990,605.4000244100,0.0000000000
"1765",605.4000244100,2021/10/07 15:38:19.000,-3.7420871761,40.4310130140,605.4000244100,0.0000000000
"1766",606.2000122100,2021/10/07 15:38:26.000,-3.7423793692,40.4310498950,606.2000122100,0.0000000000
"1767",606.5999755900,2021/10/07 15:38:30.000,-3.7425342668,40.4310912170,606.5999755900,0.0000000000
"1768",606.7999877900,2021/10/07 15:38:33.000,-3.7426444888,40.4311318700,606.7999877900,0.0000000000
"1769",607.0000000000,2021/10/07 15:38:34.000,-3.7426812015,40.4311452810,607.0000000000,0.0000000000
"1770",607.0000000000,2021/10/07 15:38:35.000,-3.7427124660,40.4311611220,607.0000000000,0.0000000000
"1771",607.2000122100,2021/10/07 15:38:38.000,-3.7428195029,40.4311959910,607.2000122100,0.0000000000
"1772",607.5999755900,2021/10/07 15:38:40.000,-3.7428922579,40.4312188740,607.5999755900,0.0000000000
"1773",607.7999877900,2021/10/07 15:38:42.000,-3.7429657672,40.4312411700,607.7999877900,0.0000000000
"1774",608.0000000000,2021/10/07 15:38:45.000,-3.7430764921,40.4312780500,608.0000000000,0.0000000000
"1775",608.4000244100,2021/10/07 15:38:48.000,-3.7431893125,40.4313151820,608.4000244100,0.0000000000
"1776",608.5999755900,2021/10/07 15:38:49.000,-3.7432264443,40.4313296820,608.5999755900,0.0000000000
"1777",608.5999755900,2021/10/07 15:38:50.000,-3.7432621513,40.4313444350,608.5999755900,0.0000000000
"1778",608.7999877900,2021/10/07 15:38:51.000,-3.7432982773,40.4313594380,608.7999877900,0.0000000000
"1779",609.4000244100,2021/10/07 15:38:52.000,-3.7433340680,40.4313778780,609.4000244100,0.0000000000
"1780",609.5999755900,2021/10/07 15:38:53.000,-3.7433684338,40.4313974080,609.5999755900,0.0000000000
"1781",609.5999755900,2021/10/07 15:38:54.000,-3.7434020452,40.4314208780,609.5999755900,0.0000000000
"1782",610.0000000000,2021/10/07 15:38:55.000,-3.7434357405,40.4314453530,610.0000000000,0.0000000000
"1783",610.0000000000,2021/10/07 15:38:56.000,-3.7434700225,40.4314686540,610.0000000000,0.0000000000
"1784",610.0000000000,2021/10/07 15:38:57.000,-3.7435007840,40.4314914530,610.0000000000,0.0000000000
"1785",610.0000000000,2021/10/07 15:38:58.000,-3.7435304560,40.4315148390,610.0000000000,0.0000000000
"1786",610.2000122100,2021/10/07 15:38:59.000,-3.7435602956,40.4315393980,610.2000122100,0.0000000000
"1787",610.4000244100,2021/10/07 15:39:00.000,-3.7435893808,40.4315638730,610.4000244100,0.0000000000
"1788",610.5999755900,2021/10/07 15:39:01.000,-3.7436188012,40.4315878450,610.5999755900,0.0000000000
"1789",610.5999755900,2021/10/07 15:39:02.000,-3.7436488923,40.4316101410,610.5999755900,0.0000000000
"1790",610.7999877900,2021/10/07 15:39:03.000,-3.7436813302,40.4316310120,610.7999877900,0.0000000000
"1791",611.2000122100,2021/10/07 15:39:04.000,-3.7437179592,40.4316484460,611.2000122100,0.0000000000
"1792",611.4000244100,2021/10/07 15:39:05.000,-3.7437577732,40.4316637010,611.4000244100,0.0000000000
