track_se_1,ele,time,X,Y,Z,M
"3524",638.0000000000,2021/10/07 16:18:12.000,-3.7526844162,40.4331096630,638.0000000000,0.0000000000
"3525",638.0000000000,2021/10/07 16:18:13.000,-3.7527249008,40.4331074840,638.0000000000,0.0000000000
"3526",638.0000000000,2021/10/07 16:18:14.000,-3.7527620327,40.4331057240,638.0000000000,0.0000000000
"3527",638.0000000000,2021/10/07 16:18:15.000,-3.7527984101,40.4331050530,638.0000000000,0.0000000000
"3528",638.4000244100,2021/10/07 16:18:16.000,-3.7528352067,40.4331046340,638.4000244100,0.0000000000
"3529",638.4000244100,2021/10/07 16:18:17.000,-3.7528709974,40.4331021200,638.4000244100,0.0000000000
"3530",638.5999755900,2021/10/07 16:18:18.000,-3.7529047765,40.4330990180,638.5999755900,0.0000000000
"3531",639.0000000000,2021/10/07 16:18:19.000,-3.7529383041,40.4330961690,639.0000000000,0.0000000000
"3532",639.2000122100,2021/10/07 16:18:20.000,-3.7529739272,40.4330908040,639.2000122100,0.0000000000
"3533",639.4000244100,2021/10/07 16:18:21.000,-3.7530098855,40.4330877030,639.4000244100,0.0000000000
"3534",639.4000244100,2021/10/07 16:18:22.000,-3.7530434132,40.4330851040,639.4000244100,0.0000000000
"3535",639.4000244100,2021/10/07 16:18:23.000,-3.7530735880,40.4330861940,639.4000244100,0.0000000000
"3536",639.4000244100,2021/10/07 16:18:24.000,-3.7531066965,40.4330851040,639.4000244100,0.0000000000
"3537",639.4000244100,2021/10/07 16:18:25.000,-3.7531413138,40.4330833440,639.4000244100,0.0000000000
"3538",639.4000244100,2021/10/07 16:18:26.000,-3.7531823851,40.4330810810,639.4000244100,0.0000000000
"3539",639.4000244100,2021/10/07 16:18:27.000,-3.7532232050,40.4330774770,639.4000244100,0.0000000000
"3540",639.4000244100,2021/10/07 16:18:28.000,-3.7532627676,40.4330725320,639.4000244100,0.0000000000
"3541",639.4000244100,2021/10/07 16:18:29.000,-3.7533017434,40.4330680050,639.4000244100,0.0000000000
"3542",639.5999755900,2021/10/07 16:18:30.000,-3.7533379532,40.4330656580,639.5999755900,0.0000000000
"3543",639.7999877900,2021/10/07 16:18:31.000,-3.7533762585,40.4330642340,639.7999877900,0.0000000000
"3544",639.7999877900,2021/10/07 16:18:32.000,-3.7534159049,40.4330638980,639.7999877900,0.0000000000
"3545",640.0000000000,2021/10/07 16:18:33.000,-3.7534550484,40.4330618030,640.0000000000,0.0000000000
"3546",640.0000000000,2021/10/07 16:18:34.000,-3.7534946110,40.4330575280,640.0000000000,0.0000000000
"3547",640.0000000000,2021/10/07 16:18:35.000,-3.7535325810,40.4330571930,640.0000000000,0.0000000000
"3548",640.2000122100,2021/10/07 16:18:36.000,-3.7535720598,40.4330537560,640.2000122100,0.0000000000
"3549",640.2000122100,2021/10/07 16:18:38.000,-3.7536439765,40.4330473860,640.2000122100,0.0000000000
"3550",639.7999877900,2021/10/07 16:18:43.000,-3.7538303901,40.4330402610,639.7999877900,0.0000000000
"3551",639.7999877900,2021/10/07 16:18:47.000,-3.7539790012,40.4330319630,639.7999877900,0.0000000000
"3552",640.0000000000,2021/10/07 16:18:49.000,-3.7540494930,40.4330265150,640.0000000000,0.0000000000
"3553",640.7999877900,2021/10/07 16:18:56.000,-3.7543105055,40.4330286100,640.7999877900,0.0000000000
"3554",641.2000122100,2021/10/07 16:18:59.000,-3.7544238288,40.4330421050,641.2000122100,0.0000000000
"3555",641.7999877900,2021/10/07 16:19:03.000,-3.7545648124,40.4330523310,641.7999877900,0.0000000000
"3556",642.0000000000,2021/10/07 16:19:05.000,-3.7546361424,40.4330556000,642.0000000000,0.0000000000
"3557",642.0000000000,2021/10/07 16:19:06.000,-3.7546714302,40.4330619700,642.0000000000,0.0000000000
"3558",642.2000122100,2021/10/07 16:19:09.000,-3.7547789700,40.4330826740,642.2000122100,0.0000000000
"3559",642.4000244100,2021/10/07 16:19:10.000,-3.7548146769,40.4330863620,642.4000244100,0.0000000000
"3560",642.5999755900,2021/10/07 16:19:11.000,-3.7548472825,40.4330914750,642.5999755900,0.0000000000
"3561",642.5999755900,2021/10/07 16:19:12.000,-3.7548785470,40.4330950790,642.5999755900,0.0000000000
"3562",642.7999877900,2021/10/07 16:19:13.000,-3.7549056206,40.4330988510,642.7999877900,0.0000000000
"3563",642.7999877900,2021/10/07 16:19:15.000,-3.7549677305,40.4331089930,642.7999877900,0.0000000000
"3564",643.5999755900,2021/10/07 16:19:18.000,-3.7550860830,40.4331221520,643.5999755900,0.0000000000
"3565",643.5999755900,2021/10/07 16:19:19.000,-3.7551227957,40.4331291930,643.5999755900,0.0000000000
"3566",643.5999755900,2021/10/07 16:19:20.000,-3.7551585026,40.4331364860,643.5999755900,0.0000000000
"3567",643.7999877900,2021/10/07 16:19:21.000,-3.7551931199,40.4331399220,643.7999877900,0.0000000000
"3568",643.7999877900,2021/10/07 16:19:22.000,-3.7552301679,40.4331461250,643.7999877900,0.0000000000
"3569",644.2000122100,2021/10/07 16:19:23.000,-3.7552635279,40.4331485550,644.2000122100,0.0000000000
"3570",644.4000244100,2021/10/07 16:19:24.000,-3.7552635279,40.4331485550,644.4000244100,0.0000000000
"3571",644.4000244100,2021/10/07 16:19:25.000,-3.7553336844,40.4331604580,644.4000244100,0.0000000000
"3572",644.4000244100,2021/10/07 16:19:26.000,-3.7553336844,40.4331604580,644.4000244100,0.0000000000
"3573",644.7999877900,2021/10/07 16:19:27.000,-3.7553990632,40.4331737010,644.7999877900,0.0000000000
"3574",644.7999877900,2021/10/07 16:19:28.000,-3.7554306630,40.4331821670,644.7999877900,0.0000000000
"3575",645.0000000000,2021/10/07 16:19:29.000,-3.7554617599,40.4331910520,645.0000000000,0.0000000000
"3576",645.0000000000,2021/10/07 16:19:30.000,-3.7554917671,40.4332010260,645.0000000000,0.0000000000
"3577",645.0000000000,2021/10/07 16:19:31.000,-3.7555229478,40.4332091570,645.0000000000,0.0000000000
"3578",645.0000000000,2021/10/07 16:19:32.000,-3.7555579003,40.4332144370,645.0000000000,0.0000000000
"3579",645.2000122100,2021/10/07 16:19:33.000,-3.7555946968,40.4332225680,645.2000122100,0.0000000000
"3580",645.4000244100,2021/10/07 16:19:34.000,-3.7556314934,40.4332301110,645.4000244100,0.0000000000
"3581",645.4000244100,2021/10/07 16:19:35.000,-3.7556314934,40.4332301110,645.4000244100,0.0000000000
"3582",645.4000244100,2021/10/07 16:19:36.000,-3.7556993030,40.4332498930,645.4000244100,0.0000000000
"3583",645.4000244100,2021/10/07 16:19:37.000,-3.7557330821,40.4332561790,645.4000244100,0.0000000000
"3584",645.5999755900,2021/10/07 16:19:38.000,-3.7557671964,40.4332600350,645.5999755900,0.0000000000
"3585",645.7999877900,2021/10/07 16:19:39.000,-3.7557994667,40.4332686680,645.7999877900,0.0000000000
"3586",646.0000000000,2021/10/07 16:19:40.000,-3.7558293901,40.4332779720,646.0000000000,0.0000000000
"3587",646.2000122100,2021/10/07 16:19:41.000,-3.7558614928,40.4332876950,646.2000122100,0.0000000000
"3588",646.2000122100,2021/10/07 16:19:42.000,-3.7558957748,40.4332953230,646.2000122100,0.0000000000
"3589",646.4000244100,2021/10/07 16:19:43.000,-3.7559291348,40.4333023630,646.4000244100,0.0000000000
"3590",646.5999755900,2021/10/07 16:19:44.000,-3.7559291348,40.4333023630,646.5999755900,0.0000000000
"3591",646.5999755900,2021/10/07 16:19:45.000,-3.7560018059,40.4333123380,646.5999755900,0.0000000000
"3592",646.5999755900,2021/10/07 16:19:46.000,-3.7560388539,40.4333140980,646.5999755900,0.0000000000
"3593",646.5999755900,2021/10/07 16:19:47.000,-3.7560388539,40.4333140980,646.5999755900,0.0000000000
"3594",646.5999755900,2021/10/07 16:19:48.000,-3.7561094295,40.4333264190,646.5999755900,0.0000000000
"3595",646.5999755900,2021/10/07 16:19:49.000,-3.7561421189,40.4333364780,646.5999755900,0.0000000000
"3596",646.7999877900,2021/10/07 16:19:50.000,-3.7561774906,40.4333451110,646.7999877900,0.0000000000
"3597",647.0000000000,2021/10/07 16:19:51.000,-3.7562143710,40.4333501400,647.0000000000,0.0000000000
"3598",647.0000000000,2021/10/07 16:19:52.000,-3.7562496588,40.4333565100,647.0000000000,0.0000000000
"3599",647.4000244100,2021/10/07 16:19:53.000,-3.7562881317,40.4333619590,647.4000244100,0.0000000000
"3600",647.4000244100,2021/10/07 16:19:54.000,-3.7563247606,40.4333677420,647.4000244100,0.0000000000
"3601",647.4000244100,2021/10/07 16:19:55.000,-3.7563608028,40.4333727710,647.4000244100,0.0000000000
"3602",647.4000244100,2021/10/07 16:19:56.000,-3.7563965097,40.4333785550,647.4000244100,0.0000000000
"3603",647.4000244100,2021/10/07 16:19:57.000,-3.7564325519,40.4333835000,647.4000244100,0.0000000000
"3604",647.4000244100,2021/10/07 16:19:58.000,-3.7564671692,40.4333894510,647.4000244100,0.0000000000
"3605",647.7999877900,2021/10/07 16:19:59.000,-3.7565032113,40.4333933070,647.7999877900,0.0000000000
"3606",648.2000122100,2021/10/07 16:20:00.000,-3.7565375771,40.4333972470,648.2000122100,0.0000000000
"3607",648.2000122100,2021/10/07 16:20:01.000,-3.7565734517,40.4334013540,648.2000122100,0.0000000000
"3608",648.2000122100,2021/10/07 16:20:02.000,-3.7566127628,40.4334056280,648.2000122100,0.0000000000
"3609",648.4000244100,2021/10/07 16:20:03.000,-3.7566519063,40.4334119990,648.4000244100,0.0000000000
"3610",648.5999755900,2021/10/07 16:20:04.000,-3.7566915527,40.4334194590,648.5999755900,0.0000000000
"3611",648.5999755900,2021/10/07 16:20:05.000,-3.7567294389,40.4334264160,648.5999755900,0.0000000000
"3612",648.7999877900,2021/10/07 16:20:06.000,-3.7567625474,40.4334273380,648.7999877900,0.0000000000
"3613",648.7999877900,2021/10/07 16:20:07.000,-3.7567950692,40.4334294330,648.7999877900,0.0000000000
"3614",649.2000122100,2021/10/07 16:20:08.000,-3.7568292674,40.4334351330,649.2000122100,0.0000000000
"3615",649.2000122100,2021/10/07 16:20:09.000,-3.7568641361,40.4334410840,649.2000122100,0.0000000000
"3616",649.2000122100,2021/10/07 16:20:10.000,-3.7569005974,40.4334476220,649.2000122100,0.0000000000
"3617",649.2000122100,2021/10/07 16:20:11.000,-3.7569342088,40.4334528190,649.2000122100,0.0000000000
"3618",649.2000122100,2021/10/07 16:20:12.000,-3.7569698319,40.4334565070,649.2000122100,0.0000000000
"3619",649.4000244100,2021/10/07 16:20:13.000,-3.7570059579,40.4334592730,649.4000244100,0.0000000000
"3620",649.4000244100,2021/10/07 16:20:14.000,-3.7570402399,40.4334632960,649.4000244100,0.0000000000
"3621",649.5999755900,2021/10/07 16:20:15.000,-3.7570750248,40.4334661460,649.5999755900,0.0000000000
"3622",649.5999755900,2021/10/07 16:20:16.000,-3.7571120728,40.4334698340,649.5999755900,0.0000000000
"3623",649.5999755900,2021/10/07 16:20:17.000,-3.7571514677,40.4334724320,649.5999755900,0.0000000000
"3624",650.2000122100,2021/10/07 16:20:18.000,-3.7571897730,40.4334750310,650.2000122100,0.0000000000
"3625",650.5999755900,2021/10/07 16:20:19.000,-3.7572258152,40.4334738570,650.5999755900,0.0000000000
"3626",650.5999755900,2021/10/07 16:20:20.000,-3.7572630309,40.4334741090,650.5999755900,0.0000000000
"3627",650.5999755900,2021/10/07 16:20:21.000,-3.7572993245,40.4334739410,650.5999755900,0.0000000000
"3628",650.7999877900,2021/10/07 16:20:22.000,-3.7573349476,40.4334737730,650.7999877900,0.0000000000
"3629",650.7999877900,2021/10/07 16:20:23.000,-3.7573690619,40.4334724320,650.7999877900,0.0000000000
"3630",651.0000000000,2021/10/07 16:20:24.000,-3.7574054394,40.4334713430,651.0000000000,0.0000000000
"3631",651.0000000000,2021/10/07 16:20:25.000,-3.7574427389,40.4334703370,651.0000000000,0.0000000000
"3632",651.2000122100,2021/10/07 16:20:26.000,-3.7574792001,40.4334731870,651.2000122100,0.0000000000
"3633",651.5999755900,2021/10/07 16:20:27.000,-3.7575144041,40.4334772100,651.5999755900,0.0000000000
"3634",651.5999755900,2021/10/07 16:20:28.000,-3.7575470097,40.4334778800,651.5999755900,0.0000000000
"3635",651.7999877900,2021/10/07 16:20:29.000,-3.7575803697,40.4334793890,651.7999877900,0.0000000000
"3636",652.0000000000,2021/10/07 16:20:30.000,-3.7576180045,40.4334796410,652.0000000000,0.0000000000
"3637",652.0000000000,2021/10/07 16:20:31.000,-3.7576574832,40.4334762880,652.0000000000,0.0000000000
"3638",652.0000000000,2021/10/07 16:20:32.000,-3.7577027455,40.4334738570,652.0000000000,0.0000000000
"3639",652.2000122100,2021/10/07 16:20:33.000,-3.7577321660,40.4334740250,652.2000122100,0.0000000000
"3640",652.2000122100,2021/10/07 16:20:34.000,-3.7577711418,40.4334766230,652.2000122100,0.0000000000
"3641",652.4000244100,2021/10/07 16:20:35.000,-3.7578084413,40.4334779640,652.4000244100,0.0000000000
"3642",652.4000244100,2021/10/07 16:20:36.000,-3.7578459084,40.4334797240,652.4000244100,0.0000000000
"3643",652.5999755900,2021/10/07 16:20:37.000,-3.7578797713,40.4334807300,652.5999755900,0.0000000000
"3644",652.5999755900,2021/10/07 16:20:38.000,-3.7579151429,40.4334791380,652.5999755900,0.0000000000
"3645",652.7999877900,2021/10/07 16:20:39.000,-3.7579505146,40.4334788020,652.7999877900,0.0000000000
"3646",652.7999877900,2021/10/07 16:20:40.000,-3.7579872273,40.4334777130,652.7999877900,0.0000000000
"3647",653.0000000000,2021/10/07 16:20:41.000,-3.7580296397,40.4334764560,653.0000000000,0.0000000000
"3648",653.0000000000,2021/10/07 16:20:42.000,-3.7580564618,40.4334751980,653.0000000000,0.0000000000
"3649",653.2000122100,2021/10/07 16:20:43.000,-3.7580929231,40.4334709230,653.2000122100,0.0000000000
"3650",653.2000122100,2021/10/07 16:20:44.000,-3.7581303064,40.4334675710,653.2000122100,0.0000000000
"3651",653.2000122100,2021/10/07 16:20:45.000,-3.7581681088,40.4334657270,653.2000122100,0.0000000000
"3652",653.4000244100,2021/10/07 16:20:46.000,-3.7582028098,40.4334641340,653.4000244100,0.0000000000
"3653",653.4000244100,2021/10/07 16:20:47.000,-3.7582357507,40.4334639660,653.4000244100,0.0000000000
"3654",653.5999755900,2021/10/07 16:20:48.000,-3.7582682725,40.4334655590,653.5999755900,0.0000000000
"3655",653.5999755900,2021/10/07 16:20:49.000,-3.7583018001,40.4334674870,653.5999755900,0.0000000000
"3656",653.7999877900,2021/10/07 16:20:50.000,-3.7583356630,40.4334663970,653.7999877900,0.0000000000
"3657",653.7999877900,2021/10/07 16:20:51.000,-3.7583700288,40.4334673190,653.7999877900,0.0000000000
"3658",654.0000000000,2021/10/07 16:20:52.000,-3.7584037241,40.4334693310,654.0000000000,0.0000000000
"3659",654.0000000000,2021/10/07 16:20:53.000,-3.7584367488,40.4334663970,654.0000000000,0.0000000000
"3660",654.0000000000,2021/10/07 16:20:54.000,-3.7584668398,40.4334622060,654.0000000000,0.0000000000
"3661",654.4000244100,2021/10/07 16:20:55.000,-3.7584987748,40.4334558360,654.4000244100,0.0000000000
"3662",654.5999755900,2021/10/07 16:20:56.000,-3.7585337274,40.4334508910,654.5999755900,0.0000000000
"3663",655.0000000000,2021/10/07 16:20:57.000,-3.7585664168,40.4334480410,655.0000000000,0.0000000000
"3664",655.2000122100,2021/10/07 16:20:58.000,-3.7586019561,40.4334460290,655.2000122100,0.0000000000
"3665",655.4000244100,2021/10/07 16:20:59.000,-3.7586456258,40.4334458620,655.4000244100,0.0000000000
"3666",655.4000244100,2021/10/07 16:21:00.000,-3.7586747110,40.4334451070,655.4000244100,0.0000000000
"3667",655.4000244100,2021/10/07 16:21:01.000,-3.7587086577,40.4334425090,655.4000244100,0.0000000000
"3668",655.4000244100,2021/10/07 16:21:02.000,-3.7587421853,40.4334420900,655.4000244100,0.0000000000
"3669",655.4000244100,2021/10/07 16:21:03.000,-3.7587761320,40.4334386530,655.4000244100,0.0000000000
"3670",656.2000122100,2021/10/07 16:21:04.000,-3.7588116713,40.4334338750,656.2000122100,0.0000000000
"3671",656.2000122100,2021/10/07 16:21:05.000,-3.7588455342,40.4334287620,656.2000122100,0.0000000000
"3672",656.2000122100,2021/10/07 16:21:06.000,-3.7588770501,40.4334239850,656.2000122100,0.0000000000
"3673",656.2000122100,2021/10/07 16:21:07.000,-3.7589117512,40.4334191230,656.2000122100,0.0000000000
"3674",656.4000244100,2021/10/07 16:21:08.000,-3.7589547504,40.4334087300,656.4000244100,0.0000000000
"3675",656.4000244100,2021/10/07 16:21:09.000,-3.7589868531,40.4334056280,656.4000244100,0.0000000000
"3676",656.5999755900,2021/10/07 16:21:10.000,-3.7590246554,40.4334024430,656.5999755900,0.0000000000
"3677",657.0000000000,2021/10/07 16:21:11.000,-3.7590555009,40.4333968270,657.0000000000,0.0000000000
"3678",657.2000122100,2021/10/07 16:21:12.000,-3.7590878550,40.4333910440,657.2000122100,0.0000000000
"3679",657.2000122100,2021/10/07 16:21:13.000,-3.7591226399,40.4333850090,657.2000122100,0.0000000000
"3680",657.2000122100,2021/10/07 16:21:14.000,-3.7591596879,40.4333792250,657.2000122100,0.0000000000
"3681",657.2000122100,2021/10/07 16:21:15.000,-3.7591974903,40.4333737770,657.2000122100,0.0000000000
"3682",657.4000244100,2021/10/07 16:21:16.000,-3.7592377234,40.4333694190,657.4000244100,0.0000000000
"3683",657.5999755900,2021/10/07 16:21:17.000,-3.7592751905,40.4333643890,657.5999755900,0.0000000000
"3684",657.5999755900,2021/10/07 16:21:18.000,-3.7593113165,40.4333597790,657.5999755900,0.0000000000
"3685",657.5999755900,2021/10/07 16:21:19.000,-3.7593478616,40.4333537440,657.5999755900,0.0000000000
"3686",657.7999877900,2021/10/07 16:21:20.000,-3.7593850773,40.4333472900,657.7999877900,0.0000000000
"3687",658.0000000000,2021/10/07 16:21:21.000,-3.7594220415,40.4333417580,658.0000000000,0.0000000000
"3688",658.0000000000,2021/10/07 16:21:22.000,-3.7594571617,40.4333363940,658.0000000000,0.0000000000
"3689",658.0000000000,2021/10/07 16:21:23.000,-3.7594930362,40.4333311970,658.0000000000,0.0000000000
"3690",658.2000122100,2021/10/07 16:21:24.000,-3.7595285755,40.4333249950,658.2000122100,0.0000000000
"3691",658.2000122100,2021/10/07 16:21:25.000,-3.7595628574,40.4333174510,658.2000122100,0.0000000000
"3692",658.2000122100,2021/10/07 16:21:26.000,-3.7595943734,40.4333146850,658.2000122100,0.0000000000
"3693",658.4000244100,2021/10/07 16:21:27.000,-3.7596313376,40.4333099910,658.4000244100,0.0000000000
"3694",658.7999877900,2021/10/07 16:21:28.000,-3.7596665416,40.4333036210,658.7999877900,0.0000000000
"3695",659.5999755900,2021/10/07 16:21:29.000,-3.7597040925,40.4332982560,659.5999755900,0.0000000000
"3696",659.5999755900,2021/10/07 16:21:30.000,-3.7597412243,40.4332881980,659.5999755900,0.0000000000
"3697",659.5999755900,2021/10/07 16:21:31.000,-3.7597724050,40.4332738650,659.5999755900,0.0000000000
"3698",659.5999755900,2021/10/07 16:21:32.000,-3.7598028313,40.4332575200,659.5999755900,0.0000000000
"3699",659.7999877900,2021/10/07 16:21:33.000,-3.7598323356,40.4332394990,659.7999877900,0.0000000000
"3700",660.0000000000,2021/10/07 16:21:34.000,-3.7598608341,40.4332196340,660.0000000000,0.0000000000
"3701",660.4000244100,2021/10/07 16:21:35.000,-3.7598858122,40.4331962480,660.4000244100,0.0000000000
"3702",660.4000244100,2021/10/07 16:21:36.000,-3.7599070184,40.4331706840,660.4000244100,0.0000000000
"3703",660.4000244100,2021/10/07 16:21:37.000,-3.7599272188,40.4331460410,660.4000244100,0.0000000000
"3704",660.4000244100,2021/10/07 16:21:38.000,-3.7599272188,40.4331460410,660.4000244100,0.0000000000
"3705",660.4000244100,2021/10/07 16:21:39.000,-3.7599651050,40.4330993540,660.4000244100,0.0000000000
"3706",659.7999877900,2021/10/07 16:21:40.000,-3.7599844672,40.4330717770,659.7999877900,0.0000000000
"3707",659.7999877900,2021/10/07 16:21:41.000,-3.7599985488,40.4330466320,659.7999877900,0.0000000000
"3708",659.7999877900,2021/10/07 16:21:42.000,-3.7600125466,40.4330196420,659.7999877900,0.0000000000
"3709",659.7999877900,2021/10/07 16:21:43.000,-3.7600267958,40.4329923170,659.7999877900,0.0000000000
"3710",660.2000122100,2021/10/07 16:21:44.000,-3.7600386143,40.4329672550,660.2000122100,0.0000000000
"3711",660.2000122100,2021/10/07 16:21:45.000,-3.7600469962,40.4329413550,660.2000122100,0.0000000000
"3712",660.2000122100,2021/10/07 16:21:46.000,-3.7600562163,40.4329177180,660.2000122100,0.0000000000
"3713",660.4000244100,2021/10/07 16:21:47.000,-3.7600631732,40.4328928240,660.4000244100,0.0000000000
"3714",660.4000244100,2021/10/07 16:21:48.000,-3.7600733992,40.4328678460,660.4000244100,0.0000000000
"3715",661.2000122100,2021/10/07 16:21:49.000,-3.7600869779,40.4328441250,661.2000122100,0.0000000000
"3716",661.7999877900,2021/10/07 16:21:50.000,-3.7600989640,40.4328183920,661.7999877900,0.0000000000
"3717",662.0000000000,2021/10/07 16:21:51.000,-3.7601101957,40.4327934140,662.0000000000,0.0000000000
"3718",662.0000000000,2021/10/07 16:21:52.000,-3.7601211760,40.4327681850,662.0000000000,0.0000000000
"3719",662.0000000000,2021/10/07 16:21:53.000,-3.7601353414,40.4327460560,662.0000000000,0.0000000000
"3720",662.0000000000,2021/10/07 16:21:54.000,-3.7601475790,40.4327237610,662.0000000000,0.0000000000
"3721",662.7999877900,2021/10/07 16:21:55.000,-3.7601560447,40.4327033090,662.7999877900,0.0000000000
"3722",662.7999877900,2021/10/07 16:21:56.000,-3.7601624150,40.4326821030,662.7999877900,0.0000000000
"3723",662.7999877900,2021/10/07 16:21:57.000,-3.7601684500,40.4326617350,662.7999877900,0.0000000000
"3724",662.7999877900,2021/10/07 16:21:58.000,-3.7601766642,40.4326396900,662.7999877900,0.0000000000
"3725",663.2000122100,2021/10/07 16:21:59.000,-3.7601839565,40.4326178130,663.2000122100,0.0000000000
"3726",663.2000122100,2021/10/07 16:22:00.000,-3.7601935118,40.4325933380,663.2000122100,0.0000000000
"3727",663.4000244100,2021/10/07 16:22:01.000,-3.7602039892,40.4325694500,663.4000244100,0.0000000000
"3728",663.7999877900,2021/10/07 16:22:02.000,-3.7602158915,40.4325429630,663.7999877900,0.0000000000
"3729",663.7999877900,2021/10/07 16:22:03.000,-3.7602250278,40.4325095190,663.7999877900,0.0000000000
"3730",663.7999877900,2021/10/07 16:22:04.000,-3.7602286320,40.4324848760,663.7999877900,0.0000000000
"3731",664.0000000000,2021/10/07 16:22:05.000,-3.7602376007,40.4324515160,664.0000000000,0.0000000000
"3732",664.0000000000,2021/10/07 16:22:06.000,-3.7602476589,40.4324138820,664.0000000000,0.0000000000
"3733",664.0000000000,2021/10/07 16:22:07.000,-3.7602577172,40.4323763310,664.0000000000,0.0000000000
"3734",664.0000000000,2021/10/07 16:22:08.000,-3.7602720503,40.4323396180,664.0000000000,0.0000000000
"3735",664.0000000000,2021/10/07 16:22:09.000,-3.7602830306,40.4323024860,664.0000000000,0.0000000000
"3736",664.0000000000,2021/10/07 16:22:10.000,-3.7602919154,40.4322650190,664.0000000000,0.0000000000
"3737",664.2000122100,2021/10/07 16:22:11.000,-3.7603014708,40.4322282220,664.2000122100,0.0000000000
"3738",664.2000122100,2021/10/07 16:22:12.000,-3.7603062484,40.4321884920,664.2000122100,0.0000000000
"3739",664.2000122100,2021/10/07 16:22:13.000,-3.7603119481,40.4321452420,664.2000122100,0.0000000000
"3740",664.2000122100,2021/10/07 16:22:14.000,-3.7603173964,40.4321043380,664.2000122100,0.0000000000
"3741",664.2000122100,2021/10/07 16:22:15.000,-3.7603225932,40.4320628480,664.2000122100,0.0000000000
"3742",664.2000122100,2021/10/07 16:22:16.000,-3.7603217550,40.4320185070,664.2000122100,0.0000000000
"3743",664.2000122100,2021/10/07 16:22:17.000,-3.7603266165,40.4319745020,664.2000122100,0.0000000000
"3744",664.2000122100,2021/10/07 16:22:18.000,-3.7603352498,40.4319317550,664.2000122100,0.0000000000
"3745",664.2000122100,2021/10/07 16:22:19.000,-3.7603390217,40.4318931140,664.2000122100,0.0000000000
"3746",664.2000122100,2021/10/07 16:22:21.000,-3.7603269517,40.4318185150,664.2000122100,0.0000000000
"3747",664.2000122100,2021/10/07 16:22:22.000,-3.7602969445,40.4317796230,664.2000122100,0.0000000000
"3748",664.2000122100,2021/10/07 16:22:23.000,-3.7602531072,40.4317499510,664.2000122100,0.0000000000
"3749",664.0000000000,2021/10/07 16:22:24.000,-3.7601992115,40.4317320140,664.0000000000,0.0000000000
"3750",664.0000000000,2021/10/07 16:22:26.000,-3.7600881513,40.4317142440,664.0000000000,0.0000000000
"3751",664.0000000000,2021/10/07 16:22:27.000,-3.7600334175,40.4317082930,664.0000000000,0.0000000000
"3752",664.2000122100,2021/10/07 16:22:28.000,-3.7599822879,40.4317047730,664.2000122100,0.0000000000
"3753",664.2000122100,2021/10/07 16:22:29.000,-3.7599331699,40.4317000790,664.2000122100,0.0000000000
"3754",664.2000122100,2021/10/07 16:22:30.000,-3.7598880753,40.4316880090,664.2000122100,0.0000000000
"3755",664.2000122100,2021/10/07 16:22:31.000,-3.7598448247,40.4316761070,664.2000122100,0.0000000000
"3756",664.4000244100,2021/10/07 16:22:32.000,-3.7597978022,40.4316661320,664.4000244100,0.0000000000
"3757",664.4000244100,2021/10/07 16:22:33.000,-3.7597488519,40.4316577500,664.4000244100,0.0000000000
"3758",664.4000244100,2021/10/07 16:22:34.000,-3.7596961297,40.4316479430,664.4000244100,0.0000000000
"3759",664.5999755900,2021/10/07 16:22:37.000,-3.7595372088,40.4316226300,664.5999755900,0.0000000000
"3760",664.5999755900,2021/10/07 16:22:42.000,-3.7592625339,40.4315747690,664.5999755900,0.0000000000
"3761",664.7999877900,2021/10/07 16:22:43.000,-3.7592075486,40.4315615260,664.7999877900,0.0000000000
"3762",664.5999755900,2021/10/07 16:22:51.000,-3.7587364018,40.4314520580,664.5999755900,0.0000000000
"3763",664.2000122100,2021/10/07 16:22:57.000,-3.7583369203,40.4314363000,664.2000122100,0.0000000000
"3764",663.5999755900,2021/10/07 16:22:59.000,-3.7581858784,40.4314476160,663.5999755900,0.0000000000
"3765",663.2000122100,2021/10/07 16:23:02.000,-3.7579579744,40.4314734320,663.2000122100,0.0000000000
"3766",663.2000122100,2021/10/07 16:23:03.000,-3.7578811962,40.4314777070,663.2000122100,0.0000000000
"3767",663.4000244100,2021/10/07 16:23:05.000,-3.7577224430,40.4314813110,663.4000244100,0.0000000000
"3768",663.0000000000,2021/10/07 16:23:07.000,-3.7575570680,40.4314842450,663.0000000000,0.0000000000
"3769",663.0000000000,2021/10/07 16:23:09.000,-3.7573860772,40.4314907830,663.0000000000,0.0000000000
"3770",662.4000244100,2021/10/07 16:23:10.000,-3.7573058624,40.4315036910,662.4000244100,0.0000000000
"3771",661.7999877900,2021/10/07 16:23:12.000,-3.7571357097,40.4315348710,661.7999877900,0.0000000000
"3772",661.5999755900,2021/10/07 16:23:13.000,-3.7570468616,40.4315426670,661.5999755900,0.0000000000
"3773",660.0000000000,2021/10/07 16:23:14.000,-3.7570468616,40.4315426670,660.0000000000,0.0000000000
"3774",658.7999877900,2021/10/07 16:23:15.000,-3.7568615377,40.4315568320,658.7999877900,0.0000000000
"3775",658.0000000000,2021/10/07 16:23:16.000,-3.7567640562,40.4315608550,658.0000000000,0.0000000000
"3776",656.7999877900,2021/10/07 16:23:17.000,-3.7566670775,40.4315565810,656.7999877900,0.0000000000
"3777",656.5999755900,2021/10/07 16:23:19.000,-3.7564664148,40.4315404870,656.5999755900,0.0000000000
